ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
Turkish_language,"In Turkish, which syllable usually has the stress?",Stress is usually on the last syllable,easy,easy,data/set5/a8
Turkish_language,Is the spelling of Turkish phonetic?,"yes, Turkish now has an alphabet suited to the sounds of the language: the spelling is largely phonetic, with one letter corresponding to each phoneme.",easy,easy,data/set5/a8
Turkish_language,What percentage of the words in Turkish vocabulary have Turkish origins?,86% of the Turkish vocabulary have Turkish origins.,medium,hard,data/set5/a8
Turkish_language,After what event was the Turkish Language Association established?,"After the foundation of the Republic of Turkey and the script reform, the Turkish Language Association (TDK) was established in 1932.",medium,easy,data/set5/a8
Turkish_language,What exception to the rules of vowel harmony do compound words have?,"In compound words, the vowels need not harmonize between the constituent words of the compound.",medium,easy,data/set5/a8
Turkish_language,What are the patterns of vowel harmony?,Vowels are characterised by two features: front/back and rounded/unrounded.,hard,easy,data/set5/a8
Turkish_language,What are the ways to join groups of nouns?,"Two nouns, or groups of nouns, may be joined in either of two ways: definite or indefinite.",hard,medium,data/set5/a8
Vietnamese_language,Does Vietnamese have a comparatively large number of vowels?,Yes.,easy,easy,data/set5/a10
Vietnamese_language,Is Vietnamese the mother tongue of the Vietnamese people?,Yes,easy,easy,data/set5/a10
Vietnamese_language,Is Vietnamese the official administrative language of Vietnam?,Yes,easy,easy,data/set5/a10
Vietnamese_language,Was Vietnamese influenced by Chinese?,Much vocabulary has been borrowed from Chinese.,medium,hard,data/set5/a10
Vietnamese_language,When did written Vietnamese become the official administrative language?,the 20th century,medium,easy,data/set5/a10
Vietnamese_language,Have consonant clusters been lost?,Yes,medium,medium,data/set5/a10
Vietnamese_language,Is the Red River Delta traditionally poor?,"Not compared to Nghe An, Ha Tinh, or Quang Binh",hard,medium,data/set5/a10
Vietnamese_language,What kind of words have been borrowed from Chinese?,Words that denote abstract ideas in the same way European languages borrow form Latin and Greek.,hard,medium,data/set5/a10
Vietnamese_language,Is Vietnam independent from France?,Yes.,hard,easy,data/set5/a10
Vietnamese_language,Was Vietnamese formally written using the Chinese writing system?,"Yes, Vietnamese was *formerly* written using the Chinese writing system.",easy,easy,data/set5/a10
Vietnamese_language,Does Vietnamese have a large number of vowels?,"Yes, Vietnamese has a comparatively large number of vowels.",easy,easy,data/set5/a10
Vietnamese_language,What are the three dialect regions of Vietnamese?,"The three regions are North, Central, and South.",medium,easy,data/set5/a10
Vietnamese_language,When was the reunification of Vietnam?,The reunification of Vietnam occurred in 1975-76.,medium,easy,data/set5/a10
Vietnamese_language,How many tones do Northern varieties have?,Northern Vietnamese has six tones.,medium,medium,data/set5/a10
Vietnamese_language,Does Vietnamese borrow from Latin and Greek?,"No, Vietnamese does not borrow from Latin and Greek.",hard,medium,data/set5/a10
Vietnamese_language,Did Vietnamese come to predominate politically in 2nd century BC?,"No, Chinese came to predominate politically in the 2nd century B.C.",hard,easy,data/set5/a10
Vietnamese_language,Do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect?,More southern speakers speak the northern dialect than northerners speak the suthern dialect.,hard,hard,data/set5/a10
Violin,Does a violin have four strings?,Yes,easy,easy,data/set2/a2
Violin,Is the violin supported by the left shoulder?,Yes,easy,easy,data/set2/a2
Violin,Is the violin shaped like an hourglass?,Yes,easy,easy,data/set2/a2
Violin,What were strings first made out of?,Sheep Gut,medium,medium,data/set2/a2
Violin,What is a violin called informally?,Fiddle,medium,medium,data/set2/a2
Violin,What does vitula mean?,Stringed Instrument,medium,hard,data/set2/a2
Violin,What is a person that makes or repairs violins called?,Luthier,hard,medium,data/set2/a2
Violin,"What does the ""voice"" of a violin depend upon?",Shape,hard,medium,data/set2/a2
Violin,Is the violin a percussion instrument?,Yes,hard,hard,data/set2/a2
Xylophone,Is the xylophone a musical instrument?,yes,easy,easy,data/set2/a8
Xylophone,Was the xylophone associated with the folk music of the United States by the 19th century?,no,easy,easy,data/set2/a8
Xylophone,Was it likely that the xylophone reached Europe during the Crusades?,yes,easy,easy,data/set2/a8
Xylophone,The xylophone is an instrument from what family?,the percussion family,medium,medium,data/set2/a8
Xylophone,How do the Java and Bali use xylophones?,In gamelan ensembles,medium,medium,data/set2/a8
Xylophone,Some versions of xylophones have resonators made of what?,gourds,medium,medium,data/set2/a8
Xylophone,"Which came first, the xylophone or the vibraphone?",xylophone,hard,hard,data/set2/a8
Xylophone,Did the golden age of xylophones come before or after the first usage of the European-derived orchestral?,after,hard,hard,data/set2/a8
Xylophone,Does kelon increase or decrease tone quality of the xylophone?,no,hard,too hard,data/set2/a8
Zebra,Do the different species of zebras interbreed?,no,easy,easy,data/set1/a9
Zebra,Do zebras sleep standing up?,yes,easy,easy,data/set1/a9
Zebra,Have plains zebras been crossed with mountain zebras?,yes,easy,easy,data/set1/a9
Zebra,How many species of zebra are there?,three,medium,medium,data/set1/a9
Zebra,What do zebras eat?,mainly grass,medium,hard,data/set1/a9
Zebra,What are zebras hunted for?,mainly for their skins,medium,medium,data/set1/a9
Zebra,What areas do the Grevy's Zebras inhabit?,semi-arid grasslands of Ethiopia and northern Kenya,hard,hard,data/set1/a9
Zebra,Which species of zebra is known as the common zebra?,"Plains Zebra (Equus quagga, formerly Equus burchelli)",hard,medium,data/set1/a9
Zebra,At what age can a zebra breed?,five or six,hard,medium,data/set1/a9
